date	edition	section	page	length	head	hash	year	month
text603629	2016-09-10	朝刊	１外報	11	299	欧州各国、相次ぎ非難　北朝鮮核実験	9d347efc0ded55f0b99f1f62a78913f3	2016	9
text603630	2016-09-10	朝刊	オピニオン２	12	499	（声）ベーシックインカムを思う　【大阪】	cea074604b28ff89ac94d71f13df7eb0	2016	9
text603631	2016-09-10	朝刊	オピニオン２	14	974	（社説）民進党代表選　野党第１党の責任は	90fb9ca8d98d6592e7e74a3d8634b64b	2016	9
text603632	2016-09-10	朝刊	オピニオン２	14	1001	（社説）北朝鮮核実験　自らを窮地に導く暴挙	251309e94335f14a0d326f5c5f8cab0c	2016	9
text603633	2016-09-10	朝刊	オピニオン１	15	1212	（風　タイ東北部・イサーンから）論じられなかった新憲法　大野良祐	2ff733ed775e8bb6fbf4e730327d1bfe	2016	9
text603634	2016-09-10	朝刊	スポーツ４	21	193	リオ五輪で抗議のリレサ、米国に亡命か	c734a18d4776d342929a428758f22a51	2016	9
text603635	2016-09-10	朝刊	ラテ解説１	25	583	（ＴＶがぶり寄り）昼時の貴重な時事討論	6aedd99a0d285258b485d0e270d17eac	2016	9
text603636	2016-09-10	朝刊	山梨全県・２地方	26	2606	（それ行け！やまなし探偵団）無尽≒飲み会？その実態は　／山梨県	baab780eff0320d983a9beb3ad80c48e	2016	9
text603637	2016-09-10	朝刊	福島中会・１地方	27	650	「患者と家族、広く支援」　甲状腺がん子ども基金発足　／福島県	916856e2440da33c488fd6de49b0d514	2016	9
text603638	2016-09-10	朝刊	山梨全県・１地方	27	511	戸惑い、県内からも　「先鋭化、怖い」　北朝鮮核実験　／山梨県	cddcde2db90089a9b7ee4a0b7c9823df	2016	9
text603639	2016-09-10	朝刊	西部共通・地域総合	28	2364	（曙光を旅する：１８）名護屋〈佐賀県〉　城跡で思う海渡る意味　葉室麟／西部・共通	860967a5b3561dcefefdebf5931203c0	2016	9
text603640	2016-09-10	朝刊	愛媛全県・１地方	28	201	北朝鮮核実験に抗議　愛媛原水協　／愛媛県	0a55afff4c6568ff3b008535c0961db5	2016	9
text603641	2016-09-10	朝刊	石川全県・１地方	28	384	放射性物質、県が測定体制強化　北朝鮮核実験、知事が「暴挙」　／石川県	002e17d98958b0ddfc0a42ad8300cd6a	2016	9
text603642	2016-09-10	朝刊	東京都心・１地方	29	1285	築地移転延期、安全性理由に募る不満　業界団体、知事見解に反発　都説明会　／東京都	67ddf58b48f9f1487ffc1ec219e9e8a2	2016	9
text603643	2016-09-10	朝刊	丹後・１地方	29	386	有識者会議が初会合　京丹後市長設置　／京都府	fb90772a0b9426380a9b92a4f5d0db0a	2016	9
text603644	2016-09-10	朝刊	島根・１地方	29	229	北朝鮮の核実験で県が対応を協議　／島根県	c159d441dfad0941e66cb103e45a8f1d	2016	9
text603645	2016-09-10	朝刊	茨城・１地方	29	277	梶岡元県議が立候補を表明　守谷市長選　／茨城県	3f6d2a8d0337ce9cce35e11a53f34fa4	2016	9
text603646	2016-09-10	朝刊	２道	30	1135	（北の歴史動いた瞬間　古文書を巡る）わずか４年間の北海道三県時代の記録　合田一道／北海道	0200d6115185e7b8d07d84a0fb90d3e8	2016	9
text603647	2016-09-10	朝刊	筑後・１地方	31	588	市政次の担い手が焦点に　衆院６区補選出馬表明の鳩山氏が大川市長退任　／福岡県	39fff5b07492c497c9aa0018a4c80dbe	2016	9
text603648	2016-09-10	朝刊	１道	31	104	札幌市が抗議文　北朝鮮核実験　／北海道	8e48d0a1d62daf81ddc3753de75ccac4	2016	9
text603649	2016-09-10	朝刊	大分全県・１地方	31	1715	各団体が抗議、問題点は　別府署の隠しカメラ事件、県議会で質疑へ　／大分県	36bdc2b865f557effe5346b610488568	2016	9
text603650	2016-09-10	朝刊	佐賀全県・１地方	31	452	「すみやかに辞職を」　市民団体、唐津市長に要請書　／佐賀県	d98ad693dbb90e439fc3a2e86d8c935c	2016	9
text603651	2016-09-10	朝刊	２社会	34	451	ヘリで重機空輸開始　米軍ヘリパッド移設　沖縄防衛局　【西部】	8aede4a850e4d988da52df330994c503	2016	9
text603652	2016-09-10	朝刊	１社会	35	1942	非核の機運に冷や水　長崎、抗議の座り込み　北朝鮮核実験　【西部】	66f13c92f3c3cdc466b36e27fc6911e1	2016	9
text603653	2016-09-10	朝刊	２社会	36	430	民泊、２泊３日カラＯＫデス　門真など特区、日数緩和へ　【大阪】	fda3e3cf365142a6842f6d6cf78c5aa8	2016	9
text603654	2016-09-10	朝刊	３社会	37	1746	待機児童解消に緊急対策　保育定員５０００人増へ　小池都知事＝訂正・おわびあり	3fd54c05a2b6dc02e930714b9d634b78	2016	9
text603655	2016-09-10	朝刊	２社会	38	983	西松事件、異例の和解　株主関与団体に寄付	6397d44ed3a70559202361d95cc329fb	2016	9
text603656	2016-09-10	朝刊	１社会	39	2306	繰り返した核の暴挙　廃絶の機運に冷や水　オバマ氏訪問の広島、憤り　北朝鮮核実験	c41198a9aad274dbd85545cb3dbebf6c	2016	9
text603657	2016-09-11	朝刊	１総合	1	604	（天声人語）１００年目の貧乏物語	c30ae0b6d9ed42055f6fee6faa42d998	2016	9
text603658	2016-09-11	朝刊	１総合	1	492	北朝鮮追加制裁、協議へ　５度目核実験、安保理が非難声明	58d9e395cf5da15a1b7c0babaac10dc6	2016	9
text603659	2016-09-11	朝刊	２総合	2	2758	見えない「敵」・拡散する「戦場」　９・１１、テロとの戦い１５年	b917b2fde40e7d8c9aad5524fad7130c	2016	9
text603660	2016-09-11	朝刊	３総合	3	1823	米、中国に圧力強化迫る　北朝鮮制裁抜け穴、不満	2c46229c2eb0a4b4956f501c392b5c83	2016	9
text603661	2016-09-11	朝刊	３総合	3	1565	（日曜に想う）暗闇になくした鍵をさがせ　編集委員・大野博人	4c46dfe1ee3cb9363cf5050a592b8b1c	2016	9
text603662	2016-09-11	朝刊	４総合	4	2128	生前退位、男系維持派は　八木秀次氏・桜井よしこ氏に聞く	d6a67160f602db7c7be798b044c3c1ee	2016	9
text603663	2016-09-11	朝刊	４総合	4	672	「首相もできる人」　政界、各党から悼む声　加藤紘一氏死去	60463457705d43160f2b23eee18f185c	2016	9
text603664	2016-09-11	朝刊	４総合	4	1139	自民らしい保守、自負　「ＹＫＫ」で存在感　加藤紘一氏死去	a0047ae7131d9a8acdd012aef48e00d7	2016	9
text603665	2016-09-11	朝刊	オピニオン２	6	485	（声）むのさんから手紙、奮闘誓う　【大阪】	05ccf873673b18be1be6d78cc1ca13d9	2016	9
text603666	2016-09-11	朝刊	１外報	7	778	韓国与党内部、再び核武装論　北朝鮮核実験受け	4c1d163561be5f02658695fc1f1e59dc	2016	9
text603667	2016-09-11	朝刊	オピニオン２	8	333	（声）軽々しい前原氏の「戦犯」発言　【名古屋】	394617ec728eac544b3c18db1e57b567	2016	9
text603668	2016-09-11	朝刊	読書３	15	914	（書評）『トランプ現象とアメリカ保守思想　崩れ落ちる理想国家』　会田弘継〈著〉	5c2da2b8b29e77de3ebe7dca6aef6217	2016	9
text603669	2016-09-11	朝刊	山形・１地方	29	1987	県政界、リードし続け　加藤紘一氏死去、引退後は政権批判も　／山形県	6964e8bad5342f0d09b51b209a34b74b	2016	9
text603670	2016-09-11	朝刊	秋田全県・１地方	29	1283	（あきたを語ろう）異常気象　県立大教授・谷口吉光さん　／秋田県	79ecc1eab367dfbef589f52487bf340f	2016	9
text603671	2016-09-11	朝刊	徳島全県・１地方	31	453	山本地方創生相、神山のＳＯ視察　消費者庁移転　／徳島県	4710236fc8010cd3c6f6b5ea7af206c1	2016	9
text603672	2016-09-11	朝刊	京都市内・１地方	31	1297	訪日客増、ホテル改装続々　京都駅周辺、東京五輪にらみ　／京都府	0035c6111fd946688ab5a4149d9bc884	2016	9
text603673	2016-09-11	朝刊	高知全県・１地方	31	1074	「三酔人経綸問答」兆民の草稿、見つかる　墨で推敲重ねた跡　／高知県	ed5487615099d96c83791ac191743a7e	2016	9
text603674	2016-09-11	朝刊	三重全県・１地方	31	860	妖刀「村正」、桑名に一堂　製作者拠点、２０振り展示　市博物館　／三重県	b1c28a46feedc4b2a9b6d17f43be7697	2016	9
text603675	2016-09-11	朝刊	神戸・１地方	31	1632	（Ｒｅ：お答えします＠神戸）神戸市の会計操作、問題点は？　／兵庫県	fa1c556de57c8ad6c952221e949475d5	2016	9
text603676	2016-09-11	朝刊	熊本全県・１地方	32	705	水俣病の教訓を共有　タイで集会、研究者「今も闘い」　／熊本県	28b2c92d549ce23f66b8ce0c61671819	2016	9
text603677	2016-09-12	夕刊	１総合	1	2083	途上国へ社員、「留職」注目　派遣先で社会貢献、経験積ませ還元	39fc1ccaadda2495040e5fca798dbe3e	2016	9
text603678	2016-09-12	夕刊	２総合	2	235	ＴＰＰめぐり意見交換	8d605e9e356625ab094347188ff99ec1	2016	9
text603679	2016-09-12	夕刊	２社会	10	454	焼津の３人殺害、禁錮５６年　ブラジルの裁判所判決　０６年事件	9f5b6729191872fd23ef02c7f4b70888	2016	9
text603680	2016-09-12	夕刊	夕刊憲法	10	1020	（新聞と９条：３３７）中曽根政権まで：３０	ab30097249001d8dc3d38c5055034328	2016	9
text603681	2016-09-12	夕刊	２社会	12	308	民泊日数緩和、大阪府も方針　条例改正案提案へ　【大阪】	0c39b2176af4770f6fbf9abb02637162	2016	9
text603682	2016-09-13	夕刊	１総合	1	229	レスリング・伊調選手に国民栄誉賞	ba12072364eb707d5ecf0ec7f4c294d1	2016	9
text603683	2016-09-13	夕刊	１総合	1	678	建屋壁カバー解体開始　内部状況の確認へ　福島第一原発１号機	f0c3b329ddc0a954e6aa35834a55ce36	2016	9
text603684	2016-09-13	夕刊	１総合	1	523	１００歳以上、６万５６９２人　４６年連続更新　銀杯、財政難でめっきに	c9ae970c624ac24cf11a3027f6258a31	2016	9
text603685	2016-09-13	夕刊	１総合	1	167	素粒子	3abc83ffd9513eb2bb2025cfa6a1067a	2016	9
text603686	2016-09-13	朝刊	４総合	4	417	長靴なくて…おんぶされ被災地視察　務台内閣府政務官「猛省している」	c43b2ea4e8497b3b92f2141253befdec	2016	9
text603687	2016-09-13	朝刊	４総合	4	1126	政権時代の総括、重い課題　結束を重視／おわび前面　民進代表選	05ec23f5c24ef054c90bdaedec464d6f	2016	9
text603688	2016-09-13	朝刊	４総合	4	368	加藤紘一氏を惜しむ声続々	d244e3f1d8bb3e85588e01ae73686474	2016	9
text603689	2016-09-13	朝刊	４総合	4	635	首相動静　１１日、１２日	9e6f2075cffce4cbb94c92f02d38fb06	2016	9
text603690	2016-09-13	朝刊	４総合	4	745	潜在成長率が低下、「構造改革徹底を」　政府２会議、初会合　首相表明	885016c52c9694635a4de7b96be34949	2016	9
text603691	2016-09-13	朝刊	４総合	4	1967	朝日新聞社世論調査　質問と回答	530aedd4b4c231cff2ba2d0e994045bd	2016	9
text603692	2016-09-13	夕刊	夕刊ｂｅ火曜２面	5	1351	（人生の贈りもの）わたしの半生　セブン＆アイ・ホールディングス名誉顧問、鈴木敏文：７　８３歳	a1142c0faf7826e59710a2352810277a	2016	9
text603693	2016-09-13	朝刊	２経済	6	363	人材育成で協力、ベトナムと一致　関経連、国家主席と会談　【大阪】	4cd19400a9f80dfa68baa1db59793d79	2016	9
text603694	2016-09-13	朝刊	１経済	7	1158	（波聞風問）政治と企業　「未来よし」千年国家紡ぐために　原真人	b52af128d0b5148696ae417661364404	2016	9
text603695	2016-09-13	朝刊	１経済	7	1029	面接解禁、来年も６月決定　異論多く再来年は再検討　経団連	7180b5a6d738a902e5f582c40c8ca012	2016	9
text603696	2016-09-13	朝刊	２外報	8	1092	＜考論＞９・１１から１５年、識者に聞く	cc1859a0846c73c1de77d8d73cd8a93c	2016	9
text603697	2016-09-13	朝刊	２外報	8	2676	タリバーン、再び伸長　アフガンでテロ増　学校にも武装集団　９・１１から１５年	1b047a7256f6354886a7c0669d39ce6c	2016	9
text603698	2016-09-13	朝刊	１外報	9	874	（ヒラリーｖｓ．トランプ　米国の選択）ヒラリー編：７　ビルが落選、姓を変えた	1c4fc13b33dee002039b4e2092a8f7fd	2016	9
text603699	2016-09-13	朝刊	１外報	9	242	キャメロン前首相、政界引退へ　英国	6a616445aa13a570730548d1aa39df76	2016	9
text603700	2016-09-13	朝刊	１外報	9	1694	フセイン時代、懐古の声　イラク、テロ・汚職に市民失望	d88592054c9408b8196ad6f2d5c29a60	2016	9
text603701	2016-09-13	朝刊	１外報	9	299	北朝鮮の５回目核実験、「５００万ドル投入」　韓国報告	9272eb54b3cab90c111a23d611f15c80	2016	9
text603702	2016-09-13	夕刊	夕刊憲法	10	1002	（新聞と９条：３３８）中曽根政権まで：３１	87ef071fc1f71361b717caa0487f3f11	2016	9
text603703	2016-09-13	朝刊	オピニオン１	13	4374	（インタビュー）北朝鮮を止めるには　古川勝久さん、伊豆見元さん	ca7f41114b6c1b63ff45bb811ad24bdb	2016	9
text603704	2016-09-13	朝刊	オピニオン１	13	959	（ネット点描）ツイートの削除・更新　記事同様、より厳格に	8a559fe84ac18a1273e38623def4cff3	2016	9
text603705	2016-09-13	朝刊	宮城全県・１地方	29	1352	護憲への願い形に　９条ティッシュ配り１０年　仙台で主婦ら、毎月９日に　／宮城県	fc9cd6321cdb2cd607de17dbd0356ae9	2016	9
text603706	2016-09-13	朝刊	静岡・１地方	29	466	ヨウ素剤、配布開始　浜岡原発事故に備え　御前崎　／静岡県	d56b100b7fda760679faf514d010cee1	2016	9
text603707	2016-09-13	朝刊	埼玉・１地方	29	831	３候補が持論展開　県選出議員４人が前原氏支持　民進党代表選、街頭演説　／埼玉県	8180dc79794d7b95787833a363bcd141	2016	9
text603708	2016-09-13	朝刊	横浜・１地方	29	672	「朝鮮人虐殺」削除に反対、中学副読本めぐり市教委検討　市民団体が要望書／神奈川県	78620036d9430a61bed12d71c3658de6	2016	9
text603709	2016-09-13	朝刊	山梨全県・１地方	29	543	甲斐市長選、保坂氏が無投票で３選　市議補選には２氏　／山梨県	b0cf2ee79e1412216bf1356568d149fd	2016	9
text603710	2016-09-13	朝刊	北摂・１地方	31	1149	現新３氏が激突　摂津市長選が告示　／大阪府	3a077af5378e9ab37c39383e0c70dd81	2016	9
text603711	2016-09-13	朝刊	和歌山全県・１地方	31	209	県内の非核団体が抗議文　／和歌山県	a08095df51240536113833465e517604	2016	9
text603712	2016-09-13	朝刊	但馬・１地方	31	784	（養父の挑戦　国家戦略特区１号）市長、東京で方針披露　養父市、農地取得「１アールから」／兵庫県	d2d58928d72ba2056923e4d39b4bf911	2016	9
text603713	2016-09-13	朝刊	北海道総合	32	347	自民道連新会長「風通しを良く」　吉川氏就任、抱負　／北海道	9ff60ecb3e6bcf02c6b6970f9724c6f8	2016	9
text603714	2016-09-13	朝刊	福岡全県・２地方	32	1522	（探）寺内正毅、復権の動き　「武断派」明治の元勲、文人の側面　／西部・共通	f2ff965a5138ea917e8c5471ca1a04ea	2016	9
text603715	2016-09-13	朝刊	山口・１地方	33	2804	県、根拠を再三ただす　上関原発埋め立て、中電へ免許延長巡り　県文書開示　／山口県	52afa253b7826cf4b8f7bb9a50ea1e29	2016	9
text603716	2016-09-13	朝刊	３社会	33	331	河村政治塾、４年ぶり開講へ　「小池都知事ら講師に」、連携狙う　【名古屋】	18c0dc34d49a098a1f52bc26daf9e2bc	2016	9
text603717	2016-09-13	朝刊	佐賀全県・１地方	33	697	９カ月、捜査に区切り　唐津市長を書類送検、政治資金規正法違反容疑　／佐賀県＝続報注意	bfbad19c16e8c576bc7aa21e9f7a1c9e	2016	9
text603718	2016-09-13	朝刊	文化文芸	34	1978	「シン・ゴジラ」、快進撃のワケ　「３・１１後のリアル」・多視点でシンプルな物語	6196163c436ff31ac930facb538044e7	2016	9
text603719	2016-09-13	朝刊	２社会	36	1626	被災地ニーズ、データに浮上　熊本地震、「コンビニ」「水道」の検索推移　【西部】	d28ce24cd59de5dc165bf4a575e49ba1	2016	9
text603720	2016-09-13	朝刊	３社会	37	438	＜お知らせ＞中之島クロストークに待鳥聡史さん　【大阪】	32ee0c663744b710153216228065fd91	2016	9
text603721	2016-09-13	朝刊	１社会	37	518	唐津市長を書類送検　政治資金規正法違反の疑い　【西部】＝続報注意	cdfa41becd0cc34b09e6a486e1c329e5	2016	9
text603722	2016-09-13	朝刊	２社会	38	175	阿部勝征さん死去　巨大地震や津波、解析	a8e58d46fb4ca12509c1b3c2d6c94e24	2016	9
