date	edition	section	page	length	head	hash	year	month
text601335	2016-07-09	朝刊	東京南部・１地方	29	677	（街角から　１／１１２２万票）ボード掲げ「ＧＯ」　都心の大型ビジョン　参院選／東京都	746da8fd18b375d13a72c4d14b4502a5	2016	7
text601336	2016-07-09	朝刊	東京南部・１地方	29	821	原発問題、訴えかすむ　改憲など前面「時間割けず」　参院選　／東京都	64fda75d8312a5229f6ba75b390a570e	2016	7
text601337	2016-07-09	朝刊	東京南部・１地方	29	1008	あす投開票　参院選　／東京都	d9917981b9c82af60dc5ceb0dc56327e	2016	7
text601338	2016-07-09	朝刊	栃木全県・１地方	29	1113	（私の一票）ひとこと言いたい　参院選　／栃木県	40a18133465b32cd03336109e4e8c627	2016	7
text601339	2016-07-09	朝刊	茨城・１地方	29	2309	６氏、遊説追い込み　あす投開票、各地奔走　参院選　／茨城県	0a44560d0573946e80ff224fbc4820f4	2016	7
text601340	2016-07-09	朝刊	山口・１地方	29	1866	あす投票、各党の手応え　参院選　／山口県	e70f42a38a678fbf984842cdd0715d6e	2016	7
text601341	2016-07-09	朝刊	大分全県・１地方	29	242	大分トリニータの若手４選手投票　大分市役所で参院選期日前　／大分県	5642c3e9d0b6afe0c1d12549e380c2b0	2016	7
text601342	2016-07-09	朝刊	埼玉・１地方	29	207	ＳＥＡＬＤｓ・奥田さんが来県　参院選　／埼玉県	ecad30e6cf2cbb3ea155e2b120db22b2	2016	7
text601343	2016-07-09	朝刊	静岡・１地方	29	1418	憲法巡る訴えに濃淡　５候補最終盤、あす投開票　参院選　／静岡県	02099846a0b937a7bed2599c870b3449	2016	7
text601344	2016-07-09	朝刊	ちば首都圏・１地方	29	1532	８候補、最後の訴え　参院選あす投開票　改選数３　／千葉県	380b6272b74fd0cbbff0408cc137c816	2016	7
text601345	2016-07-09	朝刊	長崎・１地方	29	839	３候補、訴え最後まで　あす投開票　参院選　／長崎県	c28eacddd524d5538b9e5bbf23c382aa	2016	7
text601346	2016-07-09	朝刊	佐賀全県・１地方	29	2013	３氏、最後の追い込み　あす投開票　参院選　／佐賀県	0504335471e7c70f1c3abc2d6086b55f	2016	7
text601347	2016-07-09	朝刊	熊本全県・１地方	29	970	最終盤、訴えに熱　あす投開票　参院選　／熊本県	e49672c0bbe8f6fdf3c3814596176dee	2016	7
text601348	2016-07-09	朝刊	横浜・１地方	29	2000	（１８歳の選択＠神奈川）初めての一票、考える夏　参院選あす投開票　／神奈川県	4e56bf5c48d6f0393c0903920896efa7	2016	7
text601349	2016-07-09	朝刊	２道	30	1259	（北の歴史動いた瞬間　古文書を巡る）全道での投票が実現した「閣議決定書」　合田一道／北海道	16b0a933ef1aa0659785ffd8b4e9a7b2	2016	7
text601350	2016-07-09	朝刊	名古屋・１地方	31	2335	舌戦ラストスパート　あす投開票、９候補懸命の訴え　参院選　／愛知県	ea5f31df7c218ee58b9c28e03c703f97	2016	7
text601351	2016-07-09	朝刊	三重全県・１地方	31	1237	３候補追い込み懸命　与野党激突、あす投票　参院選　／三重県	5f1dc5ec57cfdaae51fcbcbc55fe2a01	2016	7
text601352	2016-07-09	朝刊	岐阜全県・１地方	31	1048	（２０１６参院選　１８歳・高３アンケート：４）「景気・雇用」重視が最多、次に「教育」／岐阜県	d3b1e7e6144fab01d59bcb1653658cd6	2016	7
text601353	2016-07-09	朝刊	１社会	33	1967	大切な一票だから　「動ける間棄権できん」　「投票へ」、若者にＰＲ　参院選【大阪】	3bd998463271a71d9fdfc35b2d53a5b2	2016	7
text601354	2016-07-09	朝刊	１社会	33	2334	焦点の判断しづらいよ　憲法改正・アベノミクス　参院選、あす投開票　【西部】	f149d5603b24a12eafa7a6c985151637	2016	7
text601355	2016-07-09	朝刊	教育１	34	1908	教える人材、育成広がる　「即戦力、引く手あまた」　国際バカロレア	6a2bfb054a5533e6275bae4c9b1a4e68	2016	7
text601356	2016-07-09	朝刊	教育１	34	407	ニュースでＱ	c581940bae781c50f89c4b86b0e9b3ab	2016	7
text601357	2016-07-09	朝刊	１社会	35	2401	投票率の高低なぜ　低い街、名古屋・新栄　高い町、島根・飯南　参院選　【名古屋】	e1baa855244978016c6d19ed51399dd9	2016	7
text601358	2016-07-09	朝刊	３社会	37	1795	（Ｍｅｄｉａ　Ｔｉｍｅｓ）犠牲者名公表、あるべき形は　バングラテロ、報道が政府に先行	91834ef38504366ab9cbb8b3a763eec5	2016	7
text601359	2016-07-09	朝刊	２社会	38	1212	働き方の公約見極める　４０代求職者、内定ゼロの学生　参院選	c372a96c402ebc9fc30f807c768bbd7e	2016	7
text601360	2016-07-09	朝刊	２社会	38	476	仲間と勉強会、胸にマグマのような思いが　７０年前に初の一票、９０歳女性　参院選	41b711c35fbad06ab676ffd20c08f8a9	2016	7
text601361	2016-07-09	朝刊	１社会	39	1815	乱立模様、後手の政党　石田純一氏「統一候補なら」　松沢氏・古賀氏も浮上　都知事選	beeb6fd64a2ac1c059a7f8758c8b6760	2016	7
text601362	2016-07-10	朝刊	２総合	2	3028	与野党９党首、訴えた１８日間　参院選	4fdf853f81dccbc81351f1830e7831de	2016	7
text601363	2016-07-10	朝刊	３総合	3	1600	（日曜に想う）歯磨き粉をチューブに戻す　編集委員・大野博人	9f1995104660d11e3a560a4cb19cc0ab	2016	7
text601364	2016-07-10	朝刊	４総合	4	1157	（政治断簡）「たまごっち感覚」で育てては？　編集委員・松下秀雄	069a9747a42a856c42ceb24bdd1a0f0e	2016	7
text601365	2016-07-10	朝刊	４総合	4	1447	（発言録）各党党首、訴え最後まで　参院選	49811192c40a1166966bcd9753aaf112	2016	7
text601366	2016-07-10	朝刊	４総合	4	971	投票率上がれ、工夫様々　政党、若者にアピール／自治体、期日前の時間拡大　参院選	a29e4c72db67cf60c7fcc60f84620c86	2016	7
text601367	2016-07-10	朝刊	４総合	4	460	「中立性を逸脱」教育の事例募る　自民がネットで	24f750e84fce8cd93005c88707f1098f	2016	7
text601368	2016-07-10	朝刊	１外報	5	459	韓国、ミサイル配備の発表前倒し　当初は「秋以降」希望、北朝鮮脅威で８日に	70d85a3c2fc3364adc877be71ef1fc6b	2016	7
text601369	2016-07-10	朝刊	１外報	5	224	再度の国民投票拒否　英政府	44239695e728fdab0760baeec8a68acb	2016	7
text601370	2016-07-10	朝刊	１外報	5	1320	「鉄の女」の再来、どっち？　メイ氏・レッドサム氏、英次期首相は	4439c83c2f63c09486cf7658cf5fb70c	2016	7
text601371	2016-07-10	朝刊	オピニオン２	6	459	（声）大人だって投票で失敗続きです	8431265347dd1fd007ca2ad9bd9bd12a	2016	7
text601372	2016-07-10	朝刊	オピニオン２	6	983	（社説）横浜事件　変わらぬ体質正す道は	114c1265a9fd310ad4216f27dc71a906	2016	7
text601373	2016-07-10	朝刊	オピニオン２	6	986	（社説）参院選　新有権者へ　思い示すチャンスだ	98ee62cad3b82485cbfeff393e05d1c0	2016	7
text601374	2016-07-10	朝刊	オピニオン２	6	446	（声）女性の復職制度、充実を望む　【大阪】	9845a2cebd78c1249d3c1b48cddf4032	2016	7
text601375	2016-07-10	朝刊	オピニオン１	7	3125	（フォーラム）Ｖｏｉｃｅ１８１９　参院選：３　＃さあ投票	8cf94e9053ec2ae455f44579d0f319d6	2016	7
text601376	2016-07-10	朝刊	読書１	9	312	週間ベスト１０	42dacb4b7ea1571ac9fc0bf8037c94a3	2016	7
text601377	2016-07-10	朝刊	読書２	10	1293	（書評）『ヒトラー　（上）１８８９－１９３６傲慢　（下）１９３６－１９４５天罰』　イアン・カーショー〈著〉	05f26244ffe78e680b9c6409639de4c0	2016	7
text601378	2016-07-10	朝刊	読書３	11	941	（書評）『スノーデン・ショック　民主主義にひそむ監視の脅威』　デイヴィッド・ライアン〈著〉	9b480a500b51aff3d5b9fac9cfbe8456	2016	7
text601379	2016-07-10	朝刊	読書４	12	716	（著者に会いたい）『風土記の世界』　三浦佑之さん	1ebc973352898d41e07a3e1ff8bac0e3	2016	7
text601380	2016-07-10	朝刊	宮城全県・１地方	21	2493	どうなる投票率　前回５０．７５％　参院選、きょう投開票　／宮城県	878e21ad1ad9bef39e5af7039ff30b14	2016	7
text601381	2016-07-10	朝刊	東京四域・１地方	21	2644	６議席、都民の判断は　参院選、きょう投開票　／東京都	d924f844eef4258defb5b3eaa5c3c4bd	2016	7
text601382	2016-07-10	朝刊	栃木全県・１地方	21	1218	有権者の選択、いかに　参院選、きょう投開票　／栃木県	68d2ba1e9d332eaeefbfc65d79ec4c6e	2016	7
text601383	2016-07-10	朝刊	秋田全県・１地方	21	2333	３候補の訴え、審判は　参院選きょう投開票　／秋田県	227f268493fc3316bd22f2971760f3a3	2016	7
text601384	2016-07-10	朝刊	群馬全県・１地方	21	1705	３氏の争い、きょう審判　各陣営、都市部中心に訴え　参院選　／群馬県	59a3d1a770c94209593c25555ca6e3bc	2016	7
text601385	2016-07-10	朝刊	山形・１地方	21	1297	舌戦終わり、さあ審判　選挙区３氏、訴えた　参院選　／山形県	a3ed0627837a141d1d14c44f9fab0e41	2016	7
text601386	2016-07-10	朝刊	新潟全県・１地方	21	807	３氏、最後まで訴え熱く　参院選きょう投開票　／新潟県	48a2fb09f15bb10e48c0efb853025601	2016	7
text601387	2016-07-10	朝刊	岩手全県・１地方	21	1010	最後の訴え、いざ審判　参院選きょう投開票　／岩手県	1dcdce846e90b2b86a1a07f47de859f9	2016	7
text601388	2016-07-10	朝刊	福島中会・１地方	21	1464	一票、だれに託すか　参院選きょう投開票　／福島県	5b7d2d749a56a13f4c4ebd42f9943338	2016	7
text601389	2016-07-10	朝刊	ちば首都圏・１地方	21	2498	８氏の訴え、審判は　参院選、きょう投開票　／千葉県	87965c40e34121ab736cfb7819ed149d	2016	7
text601390	2016-07-10	朝刊	横浜・１地方	21	2632	激戦の１２人に審判　きょう投開票、一票誰に　参院選　／神奈川県	a90910b82ca37dbc179fde2804a9298e	2016	7
text601391	2016-07-10	朝刊	山梨全県・１地方	21	1429	雨の最終日、４氏訴え　参院選　／山梨県	047e094b77887a90adddb43e17cec439	2016	7
text601392	2016-07-10	朝刊	埼玉・１地方	21	2086	雨の街、最後の訴え　投票の呼びかけも　参院選、きょう投開票　／埼玉県	7c707507a754d956c97b358e6d751543	2016	7
text601393	2016-07-10	朝刊	岩手全県・１地方	21	876	（２０１６参院選　１８歳の選択）政治家になったら公約は？　／岩手県	6d01204567535e8af313046dd301ba17	2016	7
text601394	2016-07-10	朝刊	茨城・１地方	21	2040	最後まで訴え懸命　きょう投開票、６人に審判　参院選　／茨城県	7ac2208a93b66fd7944127f0bea0a31b	2016	7
text601395	2016-07-10	朝刊	埼玉・１地方	21	833	投票率、１８歳選挙権の効用に期待　朝日・埼玉大アンケート、松本正生教授寄稿　参院選／埼玉県	676a0bf8b24b0301716535637fc8f25e	2016	7
text601396	2016-07-10	朝刊	静岡・１地方	21	513	（１０代有権者に聞いた　選挙、ですか？）「先生も１８歳で投票したぞ」って言いたい／静岡県	30cdc6b193cd46b05a155c876548ad80	2016	7
text601397	2016-07-10	朝刊	広島１・１地方	23	1149	最後の訴えに力　参院選、きょう投票　／広島県	ff6c32430b26495ef06b219ce6b71575	2016	7
text601398	2016-07-10	朝刊	神戸・１地方	23	1424	期日前投票、５６万人超　参院選、きょう投開票　／兵庫県	260b94c289ba606cad1d8ec90aa67bf6	2016	7
text601399	2016-07-10	朝刊	岐阜全県・１地方	23	1762	きょう投開票、どうなる投票率　５０％割れの見方も　参院選　／岐阜県	f92b36a4133e1a1278ed216ef7a02190	2016	7
text601400	2016-07-10	朝刊	岡山全県・１地方	23	1433	新顔３氏、最後の訴え　きょう投開票、深夜大勢判明　参院選　／岡山県	7340fe79a5ff5b7b1bb231d024ebc1d5	2016	7
text601401	2016-07-10	朝刊	三重全県・１地方	23	1314	決戦、きょう審判　参院選　／三重県	d6db25f3c9489ff887f0346d80c7003f	2016	7
text601402	2016-07-10	朝刊	富山全県・１地方	23	1691	各陣営、投票率を懸念　５０％前後予測　参院選、きょう投開票　／富山県	3dcf97cea8dd727be0ddbd18973379e8	2016	7
text601403	2016-07-10	朝刊	愛媛全県・１地方	23	1105	きょう投開票、審判は　期日前に１８万１３６４人　参院選　／愛媛県	ee39754b41e0c56593983a29442d0ed5	2016	7
text601404	2016-07-10	朝刊	北海道総合	24	3865	１０陣営、最後のお願い　参院選きょう投開票　／北海道	b0b975b671bb66b35d3575055407b437	2016	7
text601405	2016-07-10	朝刊	福岡全県・２地方	24	7006	９氏の主張再確認　選挙区候補者アンケート　参院選きょう投開票　／福岡県	11106aa6eee49fc9a2e95a5f20153d91	2016	7
text601406	2016-07-10	朝刊	山口・１地方	27	1997	（１８歳が選ぶ）継続ヒアリング：２　選挙、実際どう？　参院選　／山口県	294d0cace1b146188f1147b6579d769e	2016	7
text601407	2016-07-10	朝刊	山口・１地方	27	327	期日前投票１４万９千人　参院選きょう投開票　／山口県	4a8587827c3dbe75571f487fbaa8449c	2016	7
text601408	2016-07-10	朝刊	１社会	27	1293	一票に託す　参院選きょう投開票　【名古屋】	24bcf08eb1733c6affdfa55c6437b8e8	2016	7
text601409	2016-07-10	朝刊	熊本全県・１地方	27	1010	最後の訴えに力　候補者、街頭で　参院選きょう投開票　／熊本県	5352b363fc732d623dc3bb3aaaf51e45	2016	7
text601410	2016-07-10	朝刊	大分全県・１地方	27	1655	誰に、どの党に、審判は　夜半に大勢判明　参院選きょう投開票　／大分県	3050c89bd71dec1a9d4b6eb03a80477f	2016	7
text601411	2016-07-10	朝刊	鹿児島全県・１地方	27	473	（行っど投票！）モデル・塗木莉緒さん　１９歳　／鹿児島県	9ade931f7784d4218831cf8a53acae0c	2016	7
text601412	2016-07-10	朝刊	宮崎全県・１地方	27	702	一票、誰に託す　きょう投開票　参院選　／宮崎県	fcecf9de0fc5b8e864e9e0b871830623	2016	7
text601413	2016-07-10	朝刊	くらしの扉	29	1775	（くらしの扉）応急処置、ためらわない　素早く胸押し、救命率アップ	4976b282f084f5ee080305cc93d09023	2016	7
text601414	2016-07-10	朝刊	１社会	29	1417	未来への一票　参院選きょう投開票　【大阪】	3d744600ed798cccd45c00e48daeeff4	2016	7
text601415	2016-07-10	朝刊	１社会	31	965	私の思い、託そう　参院選きょう投開票	9904f9c22222d3c17486bfe9c4b29b38	2016	7
text601416	2016-07-10	朝刊	１社会	31	1058	重い一票、胸に　投票率が高い街、低い街を歩く　参院選	64885d3ed5ef01a4511930b26aa27e0e	2016	7
text601417	2016-07-10	朝刊	１社会	33	1932	これが私の争点　参院選、きょう投開票　【西部】	4f5a615d4f046c0690081970bd24d0e9	2016	7
text601418	2016-07-11	朝刊	１総合	1	880	憲法論議、有権者を忘れるな　参院選　ゼネラルエディター・中村史郎	0cc584a30f7c3be8d0b02bc389b3e1c7	2016	7
text601419	2016-07-11	朝刊	１総合	1	396	インデックス　７月１１日	c8582d2f0a8f3fbb2aa568222ec6fe73	2016	7
text601420	2016-07-11	朝刊	２総合	2	1090	秋にも大型経済対策　９月以降に臨時国会	3e9aeaf0dc4dc1bec978a4fbf0a04441	2016	7
text601421	2016-07-11	朝刊	２総合	2	1497	改憲の動き、現実味　首相、論議の主導権　手続きにはハードルも　参院選	c4d88f40bd2cf98eb3de596adbdedc49	2016	7
text601422	2016-07-11	夕刊	２総合	2	376	オバマ氏「格差はポピュリズム招く」　英離脱など念頭、スペインで語る	f894fb635abbce3c42fba648d581e194	2016	7
text601423	2016-07-11	夕刊	２総合	2	280	東証、一時６００円超上げ	75162902e26f0a1ac31b58d5ec46d3d0	2016	7
text601424	2016-07-11	夕刊	２総合	2	589	南スーダン双方に撤退要請　戦闘再発、国連総長「逆戻り恐れ」　	96b2cca77e6c24fd958a12c4009afc70	2016	7
text601425	2016-07-11	朝刊	３総合	3	1910	（社説）自公が国政選４連勝　「後出し改憲」に信はない＝訂正・おわびあり	4c8461ae986ec041753a7c71406596cb	2016	7
text601426	2016-07-11	朝刊	４総合	4	3566	政策、課題山積み　経済・外交・原発、どう動く　参院選	b06ddeb339150e4073d2ea3a9f52eba9	2016	7
text601427	2016-07-11	朝刊	５総合	5	3046	１８・１９歳の半数、自公に投票　朝日新聞社出口調査・参院選比例区	7264ee72c68a5738cc207d7cf8e4eccc	2016	7
text601428	2016-07-11	朝刊	臨特Ｇ	6	6302	参院選の開票結果　比例区・改選数４８	6a5f829ccde526f41cbad5de5863f56a	2016	7
text601429	2016-07-11	朝刊	臨特Ｆ	7	10554	参院選の開票結果　選挙区・改選数７３	80c4a847a70b4b877d555ce1881e9aeb	2016	7
text601430	2016-07-11	朝刊	６総合	8	640	南スーダン、内戦再燃　２７０人超死亡、首都で戦闘続発	b7644110b1eb5e6b867ae916030c1c30	2016	7
text601431	2016-07-11	朝刊	６総合	8	1047	３分の２、海外も注視　改憲への影響関心・「平和主義変化も」　参院選	04a0a54e985ffc05684182e5eb6ded0d	2016	7
text601432	2016-07-11	夕刊	１社会	11	2165	「３分の２」静かに到達　改憲意識し投票・議論足りない　参院選　【西部】	0adee5bd96c6bcb2a938081bca37442f	2016	7
text601433	2016-07-11	夕刊	１社会	11	360	移設工事へ準備再開　沖縄・東村のヘリパッド　【西部】	f9d6582db6a26c98a07df8175fa05c5e	2016	7
text601434	2016-07-11	夕刊	１社会	11	1502	３分の２国会、いざ　改憲巡り、東海の当選者　参院選　【名古屋】	c59bfdc77a9e766c8aeaa9bda74d6278	2016	7
text601435	2016-07-11	夕刊	大文化	12	637	野須賀子、イメージ覆す研究書　大逆事件で刑死、唯一の女性　【大阪】	16741994ab67ae628811649a342b7889	2016	7
text601436	2016-07-11	夕刊	１社会	13	1696	「３分の２」知って投票？　投票所で聞く　参院選	9bd3b6e2f78e9bb707bdcc73ebbc5dfc	2016	7
text601437	2016-07-11	夕刊	１社会	15	3476	「３分の２」有権者はこう思う　参院選から一夜　【大阪】	ebd6cf49ef264ef1a5aab8707bb1bf97	2016	7
text601438	2016-07-11	朝刊	１道	16	964	（１８歳のわたし）選挙日記：８　こう考えて投票した　／北海道	d2628e96e75c04a16fb83b91dcdf1ce8	2016	7
text601439	2016-07-11	朝刊	北海道総合	17	3768	民進２議席、自民は１　参院選　／北海道	6eb42fd3e4bc5e8015a32cacfd24b44c	2016	7
text601440	2016-07-11	朝刊	北海道総合	17	229	参院選比例区、横山氏が再選　／北海道	c85e36fc1d4a32290f5127238cdd7a57	2016	7
text601441	2016-07-11	朝刊	広島全県・１地方	17	2380	現職２氏、議席守る　参院選　／広島県	dddb23f2ea7ca98d197fdd55938dd8b9	2016	7
text601442	2016-07-11	朝刊	東京都・１地方	17	4786	自民２、民進２　山添氏・朝日氏が初当選　参院選選挙区　／東京都	923bde5389a13a87adde49c2fb539c5c	2016	7
text601443	2016-07-11	朝刊	愛知全県・１地方	17	2870	民進２、改選前議席守る　自民１堅守、公明新顔９年ぶり　参院選　／愛知県	594a6ad66e897be40d6ff2c83dc52a5d	2016	7
text601444	2016-07-11	朝刊	大阪府・１地方	17	2848	自・公・維・維が議席　民共及ばず　参院選　／大阪府	f0d0ff310db4e9d85cc8fb1594e637d0	2016	7
text601445	2016-07-11	朝刊	福岡全県・１地方	17	1918	民トップ・自２位・３枠目は公　参院選　／福岡県	259eaa01e05b1230ac59540ba417b43d	2016	7
text601446	2016-07-11	朝刊	宮城全県・１地方	17	2117	野党共闘、桜井氏４選　自民・熊谷氏、猛追及ばず　参院選　／宮城県	d48038eb5728915d721392f71b2e3884	2016	7
text601447	2016-07-11	朝刊	静岡全県・１地方	17	2637	岩井氏再選、平山氏は初　自・民、組織力で圧倒　参院選・静岡選挙区　／静岡県	9bd99180b1eb15cb8c57eb9128d91872	2016	7
text601448	2016-07-11	朝刊	岡山全県・１地方	17	1759	自民・小野田氏が初当選　組織戦に徹し支持固める　参院選　／岡山県	4a909f9c18ed5ceb086cf13fe2622995	2016	7
text601449	2016-07-11	朝刊	大分全県・１地方	17	406	高校生、投票事務手伝い　津久見市、１３人が参加　参院選　／大分県	f1db5cb2904e9877fbea25a12966f855	2016	7
text601450	2016-07-11	朝刊	石川全県・１地方	17	1786	自民・岡田氏が３選　盤石の地盤、野党共闘下す　参院選　／石川県	b6e592f32374942b678d1254760fa93e	2016	7
text601451	2016-07-11	朝刊	山形全県・１地方	17	2288	野党共闘・舟山氏当選　「現政治に反対の声」　自民は議席守れず　参院選　／山形県	4de3b51cfac3b37225a4a70ca96ec626	2016	7
text601452	2016-07-11	朝刊	佐賀全県・１地方	17	2344	自民・福岡氏、盤石の再選　実績を強調、全市町で得票１位　参院選　／佐賀県	a015039c60d19b4fd9d498226d3a81be	2016	7
text601453	2016-07-11	朝刊	福島全県・１地方	17	2519	野党統一、増子氏３選　無党派層にも浸透　法相の岩城氏、議席失う　参院選　／福島県	7fa93c1fa78d5d0992833dc32620708f	2016	7
text601454	2016-07-11	朝刊	兵庫全県・１地方	17	3405	自民盤石、公・維が議席　民進現職、激戦に苦杯　参院選　／兵庫県	3fe60e6d6dc62b48af77996aae75f28b	2016	7
text601455	2016-07-11	朝刊	滋賀全県・１地方	17	2519	自民・小鑓氏、初当選　野党統一の現職下し「全勝」　参院選　／滋賀県	b24d0404389e06c96fb6d0fecb463485	2016	7
text601456	2016-07-11	朝刊	千葉全県・１地方	17	2407	自民２、民進１　前回に続き自民２議席　参院選千葉選挙区　／千葉県	fbd29c0fba7e13b8397d70de37337b1a	2016	7
text601457	2016-07-11	朝刊	秋田全県・１地方	17	1996	自民・石井氏が再選　野党共闘・松浦氏に大差「政治の安定」を前面に　参院選／秋田県	dc2ad814443def511ba7d98898514a79	2016	7
text601458	2016-07-11	朝刊	群馬全県・１地方	17	2602	中曽根氏、盤石の６選　組織戦を徹底、全域で圧勝　参院選　／群馬県	f3823e08d7b7fa533451d88dd1067f7d	2016	7
text601459	2016-07-11	朝刊	長崎全県・１地方	17	1389	組織力で自民・金子氏　「政治の安定」訴えて再選　参院選　／長崎県	fb38ee8bc5e0ed2484248c934df9729f	2016	7
text601460	2016-07-11	朝刊	群馬全県・１地方	17	2149	投票率、過去最低５０．５１％　参院選　／群馬県	493265aad04f17b8578d5c18756b74b2	2016	7
text601461	2016-07-11	朝刊	山口全県・１地方	17	1657	「自民王国」江島氏が大勝　野党共闘・纐纈氏らを退ける　参院選　／山口県	2a4ad07156ec45fcc8217a1cd6f0733a	2016	7
text601462	2016-07-11	朝刊	山梨全県・１地方	17	1942	激戦、宮沢氏が初当選　野党の一本化、実る　参院選挙区　／山梨県	849fa757c772ebaeae6fd95a0869c71c	2016	7
text601463	2016-07-11	朝刊	鹿児島全県・１地方	17	3126	三反園氏に変革託す　保守系・反原発、幅広い支持　知事選　／鹿児島県	5049d6b2b48b47e635021c38883b9fc3	2016	7
text601464	2016-07-11	朝刊	三重全県・１地方	17	1537	投票率５９．７５％に　前回を１．９３ポイント上回る　参院選　／三重県	318c02054c8b4a219a953193b5a7b55a	2016	7
text601465	2016-07-11	朝刊	岩手全県・１地方	17	2712	野党共闘実り木戸口氏　参院選選挙区、新顔２氏を大差で破る　／岩手県	801c13547244305cabefa76fd55ef1bf	2016	7
text601466	2016-07-11	朝刊	熊本全県・１地方	17	2326	自民・松村氏３選　「野党統一」阿部氏ら退ける　参院選　／熊本県	39724e310297d35295fd5ab14a1431ad	2016	7
text601467	2016-07-11	朝刊	奈良全県・１地方	17	2238	若さ前面、佐藤氏初当選　奈良の２議席、自民独占　参院選　／奈良県	e09c447fece4d35424ac14e5decb85a5	2016	7
text601468	2016-07-11	朝刊	富山全県・１地方	17	2153	野上氏が圧勝、３選　自民、議席独占を守る　参院選　／富山県	b1c9359f33e9405fe74eeddac457d8dc	2016	7
text601469	2016-07-11	朝刊	宮崎全県・１地方	17	1991	自民・松下氏が３選　野党共闘・読谷山氏退ける　参院選　／宮崎県	27449f46fb075aa9006780c7917789d9	2016	7
text601470	2016-07-11	朝刊	長崎全県・１地方	17	609	改憲の是非を考えて・権利というより義務　１８・１９歳、どう投票　参院選　／長崎県	50cef3bb93ab0031f94eba453a8e3aff	2016	7
text601471	2016-07-11	朝刊	三重全県・１地方	17	650	「写真週報」にみる戦時生活　戦争協力呼びかけ、国策雑誌　県総合博物館展　／三重県	a40b4e6d9eb165ef87075d4956b388a7	2016	7
text601472	2016-07-11	朝刊	大阪島根全県・１地方	17	2264	青木氏、盤石再選　野党共闘、寄せ付けず　参院選合区　／島根県	74da1a92392e21bd37684bb5d2a91567	2016	7
text601473	2016-07-11	朝刊	鳥取全県・１地方	17	1595	青木氏、盤石再選　野党共闘、寄せ付けず　参院選合区　／鳥取県	e1bb5cf6b0b3cc915bacc2dfaab964a7	2016	7
text601474	2016-07-11	朝刊	鹿児島全県・１地方	17	1155	自民・野村氏３選　野党共闘・下町氏及ばず　参院選　／鹿児島県	4861794245ecec00ff741a1da433fe26	2016	7
text601475	2016-07-11	朝刊	福井全県・１地方	17	1575	山崎氏、盤石の５選　実績に支持、野党共闘下す　参院選　／福井県	bfeac2303e374e9d7055c4af7f28eefe	2016	7
text601476	2016-07-11	朝刊	栃木全県・１地方	17	3968	自民・上野氏が再選　初の野党共闘は実らず　参院選　／栃木県	158e50020c51c35b04bfd7c262a075d0	2016	7
text601477	2016-07-11	朝刊	神奈川全県・１地方	17	2774	自民２、公明１、民進１　共産は議席のがす　参院選挙区　／神奈川県	0d96b24bb031a3814d57ea80c9071edb	2016	7
text601478	2016-07-11	朝刊	福島全県・１地方	17	2453	投票率５７．１２％　前回上回る　参院選　／福島県	146ab59b5add1d9da49b57d0ab92190f	2016	7
text601479	2016-07-11	朝刊	香川全県・１地方	17	2386	自民・磯崎氏が再選　政権継続訴え圧勝　１期目実績もアピール　参院選　／香川県	887229a0be8b3789ac8a379505c2cc31	2016	7
text601480	2016-07-11	朝刊	岐阜全県・１地方	17	2337	自民・渡辺氏、手堅く　民進、県選出国会議員ゼロ　参院選　／岐阜県	6ada00b483673796b14d3af8737cee87	2016	7
text601481	2016-07-11	朝刊	三重全県・１地方	17	1891	共闘奏功、芝氏３選　岡田代表地元、議席守る　参院選　／三重県	5cd4726eca763e04990158c35caafa52	2016	7
text601482	2016-07-11	朝刊	２社会	18	478	共産、東京で新顔　参院選	c15207950f8f36066bc1a815d15211cf	2016	7
text601483	2016-07-11	朝刊	２社会	18	234	「怒りの声」小林氏無念　参院選	13ab259f88975e7fc484bcd3fa6fdf9c	2016	7
text601484	2016-07-11	朝刊	２社会	18	1174	１８・１９歳、悩んで投票　参院選	c51f42188a433ce6b8b0408c7296cc94	2016	7
text601485	2016-07-11	朝刊	２社会	18	507	野党に投票・棄権した有権者は　参院選	15ba6d1abaa1aee09d8893d6d3d27bda	2016	7
text601486	2016-07-11	朝刊	２社会	18	516	「投じることに意味」「意外とあっさり」　１８歳・１９歳、初の一票　参院選【名古屋】	09ffd045bb62edadf60544e1ed91b2da	2016	7
text601487	2016-07-11	朝刊	２社会	18	992	独走歯止め託し、野党　安保法、勝手な憲法解釈許せない　参院選　【名古屋】	be5489352beab460e5b7b98297632d7a	2016	7
text601488	2016-07-11	朝刊	２社会	18	593	野党に一票、そのわけは　今まで通り平和維持を・共闘は各党勝ちたいだけ　参院選【西部】	cc39eb998707c9c1a307a4cccc84536a	2016	7
text601489	2016-07-11	朝刊	２社会	18	967	九州１人区、大分は死守　参院選、野党共闘　【西部】	3fbdf3a9f48a5eea52d46c7dc24dd2c9	2016	7
text601490	2016-07-11	朝刊	１社会	19	2300	選択肢、今は自民　野党頼りない・給付型奨学金に期待　参院選	a7f06023800bdc76b27d7b0e9c8ade79	2016	7
text601491	2016-07-11	朝刊	１社会	19	1049	自民、千葉で２議席　参院選	5a471bb3785d699055772a3ae9e7ad7e	2016	7
